driverId,truckId,eventDate,eventType,longitude,latitude
24,68,2016-06-02-20,Normal,-87.66,41.89
16,46,2016-06-02-20,Normal,-89.54,36.84
26,17,2016-06-02-20,Normal,-91.69,37.99
10,39,2016-06-02-20,Normal,-91.44,38.09
19,100,2016-06-02-20,Normal,-94.22,35.5
12,74,2016-06-02-20,Normal,-88.77,40.76
12,74,2016-06-02-20,Normal,-88.42,41.11
32,71,2016-06-02-20,Normal,-90.44,41.54
13,12,2016-06-02-20,Normal,-88.41,42.11
28,58,2016-06-02-20,Normal,-91.8,39.67
29,16,2016-06-02-20,Normal,-93.92,35.53
21,105,2016-06-02-20,Normal,-88.42,41.11
28,58,2016-06-02-20,Normal,-92.27,39.76
23,66,2016-06-02-20,Normal,-90.94,35.03
26,17,2016-06-02-20,Normal,-91.99,37.94
22,24,2016-06-02-20,Normal,-94.38,38.67
12,74,2016-06-02-20,Normal,-88.07,41.48
29,16,2016-06-02-20,Normal,-93.36,35.4
13,12,2016-06-02-20,Normal,-88.02,42.04
17,92,2016-06-02-20,Normal,-92.03,38.97
13,12,2016-06-02-20,Normal,-88.64,42.21
15,32,2016-06-02-20,Normal,-90.15,38.62
30,95,2016-06-02-20,Normal,-87.66,41.89
21,105,2016-06-02-20,Normal,-88.77,40.76
30,95,2016-06-02-20,Normal,-88.02,42.04
10,39,2016-06-02-20,Normal,-92.61,37.7
27,81,2016-06-02-20,Normal,-91.1,38.83
29,16,2016-06-02-20,Normal,-92.25,34.92
16,46,2016-06-02-20,Normal,-90.35,38.43
24,68,2016-06-02-20,Normal,-90.2,41.59
12,74,2016-06-02-20,Normal,-89.74,39.1
15,32,2016-06-02-20,Normal,-90.35,38.43
19,100,2016-06-02-20,Normal,-92.25,34.75
21,105,2016-06-02-20,Normal,-89.63,39.84
11,27,2016-06-02-20,Normal,-91.78,42.23
26,17,2016-06-02-20,Normal,-93.14,37.26
27,81,2016-06-02-20,Normal,-90.79,38.83
17,92,2016-06-02-20,Normal,-90.67,38.82
29,16,2016-06-02-20,Normal,-92.87,35.25
32,71,2016-06-02-20,Normal,-91.47,41.74
31,48,2016-06-02-20,Normal,-90.29,40.96
28,58,2016-06-02-20,Normal,-93.93,39.76
13,12,2016-06-02-20,Normal,-89.6,41.76
21,105,2016-06-02-20,Normal,-89.74,39.1
25,21,2016-06-02-20,Normal,-91.24,41.67
26,17,2016-06-02-20,Normal,-93.69,37.16
22,24,2016-06-02-20,Normal,-94.46,37.16
31,48,2016-06-02-20,Normal,-90.7,41.62
29,16,2016-06-02-20,Normal,-93.12,35.31
32,71,2016-06-02-20,Normal,-90.7,41.62
22,24,2016-06-02-20,Normal,-94.58,37.03
18,49,2016-06-02-20,Normal,-94.28,39.53
13,12,2016-06-02-20,Normal,-89.88,41.77
12,74,2016-06-02-20,Normal,-89.74,39.1
31,48,2016-06-02-20,Normal,-91.05,41.72
13,12,2016-06-02-20,Normal,-90.2,41.59
16,46,2016-06-02-20,Normal,-89.65,36.37
15,32,2016-06-02-20,Normal,-89.65,36.37
24,68,2016-06-02-20,Normal,-91.94,41.71
27,81,2016-06-02-20,Normal,-90.21,38.65
15,32,2016-06-02-20,Normal,-89.8,35.94
22,24,2016-06-02-20,Normal,-94.58,37.03
31,48,2016-06-02-20,Normal,-91.47,41.74
17,92,2016-06-02-20,Normal,-90.21,38.65
30,95,2016-06-02-20,Normal,-90.2,41.59
19,100,2016-06-02-20,Normal,-93.61,35.51
22,24,2016-06-02-20,Normal,-94.46,37.16
11,27,2016-06-02-20,Normal,-90.7,41.62
25,21,2016-06-02-20,Normal,-92.4,41.78
29,16,2016-06-02-20,Normal,-94.22,35.5
24,68,2016-06-02-20,Normal,-93.58,41.62
23,66,2016-06-02-20,Normal,-90.94,35.03
28,58,2016-06-02-20,Normal,-94.36,39.37
29,16,2016-06-02-20,Normal,-95.42,35.87
26,17,2016-06-02-20,Normal,-95.76,36.18
14,18,2016-06-02-20,Normal,-91.47,41.74
22,24,2016-06-02-20,Normal,-94.59,39.1
11,27,2016-06-02-20,Normal,-89.91,40.86
26,17,2016-06-02-20,Normal,-95.99,36.17
29,16,2016-06-02-20,Normal,-95.76,36.08
12,74,2016-06-02-20,Normal,-88.42,41.11
18,49,2016-06-02-20,Normal,-93.93,39.76
15,32,2016-06-02-20,Normal,-89.8,35.94
27,81,2016-06-02-20,Normal,-91.1,38.83
25,21,2016-06-02-20,Normal,-93.04,41.71
20,79,2016-06-02-20,Normal,-93.04,41.71
17,92,2016-06-02-20,Normal,-91.33,38.87
24,68,2016-06-02-20,Normal,-93.04,41.71
19,100,2016-06-02-20,Normal,-95.76,36.08
27,81,2016-06-02-20,Normal,-91.33,38.87
30,95,2016-06-02-20,Normal,-92.74,41.75
25,21,2016-06-02-20,Normal,-92.4,41.78
16,46,2016-06-02-20,Normal,-89.54,36.84
14,18,2016-06-02-20,Normal,-90.7,41.62
22,24,2016-06-02-20,Normal,-94.38,38.67
27,81,2016-06-02-20,Normal,-91.56,38.93
28,58,2016-06-02-20,Normal,-94.15,39.77
16,46,2016-06-02-20,Normal,-89.56,37.2
26,17,2016-06-02-20,Normal,-95.69,36.25
15,32,2016-06-02-20,Normal,-89.56,37.2
30,95,2016-06-02-20,Normal,-93.36,41.69
27,81,2016-06-02-20,Normal,-91.74,38.94
32,71,2016-06-02-20,Normal,-91.63,41.72
16,46,2016-06-02-20,Normal,-89.71,37.47
23,66,2016-06-02-20,Normal,-92.31,34.78
13,12,2016-06-02-20,Normal,-93.36,41.69
21,105,2016-06-02-20,Normal,-89.63,39.84
28,58,2016-06-02-20,Normal,-93.6,39.77
27,81,2016-06-02-20,Normal,-92.03,38.97
12,74,2016-06-02-20,Normal,-90.2,38.65
21,105,2016-06-02-20,Normal,-89.74,39.1
32,71,2016-06-02-20,Normal,-91.78,42.23
19,100,2016-06-02-20,Normal,-96.68,36.2
20,79,2016-06-02-20,Normal,-93.04,41.71
10,39,2016-06-02-20,Normal,-95.69,36.25
23,66,2016-06-02-20,Normal,-92.09,34.8
12,74,2016-06-02-20,Normal,-89.74,39.1
26,17,2016-06-02-20,Normal,-95.14,36.66
20,79,2016-06-02-20,Normal,-92.74,41.75
28,58,2016-06-02-20,Normal,-93.13,39.78
16,46,2016-06-02-20,Normal,-90.35,38.43
19,100,2016-06-02-20,Normal,-97.37,36.91
26,17,2016-06-02-20,Normal,-93.69,37.16
20,79,2016-06-02-20,Normal,-91.24,41.67
17,92,2016-06-02-20,Normal,-93.45,38.99
14,18,2016-06-02-20,Normal,-91.05,41.72
15,32,2016-06-02-20,Normal,-89.71,37.47
30,95,2016-06-02-20,Normal,-91.94,41.71
10,39,2016-06-02-20,Normal,-94.23,37.09
20,79,2016-06-02-20,Normal,-90.64,41.56
31,48,2016-06-02-20,Normal,-91.47,41.74
14,18,2016-06-02-20,Normal,-91.47,41.74
24,68,2016-06-02-20,Normal,-89.29,41.85
18,49,2016-06-02-20,Normal,-90.97,39.72
21,105,2016-06-02-20,Normal,-91.74,34.89
28,58,2016-06-02-20,Normal,-91.8,39.67
22,24,2016-06-02-20,Normal,-94.37,38.0
13,12,2016-06-02-20,Normal,-90.2,41.59
28,58,2016-06-02-20,Normal,-91.59,39.68
25,21,2016-06-02-20,Normal,-88.96,42.25
19,100,2016-06-02-20,Normal,-97.32,37.48
14,18,2016-06-02-20,Normal,-91.63,41.72
17,92,2016-06-02-20,Normal,-94.0,39.03
15,32,2016-06-02-20,Normal,-89.65,36.37
20,79,2016-06-02-20,Normal,-89.88,41.77
29,16,2016-06-02-20,Normal,-97.36,37.69
32,71,2016-06-02-20,Normal,-89.52,40.7
24,68,2016-06-02-20,Normal,-88.64,42.21
22,24,2016-06-02-20,Normal,-94.38,38.99
17,92,2016-06-02-20,Normal,-94.16,39.04
24,68,2016-06-02-20,Normal,-88.41,42.11
32,71,2016-06-02-20,Normal,-89.91,40.86
12,74,2016-06-02-20,Normal,-88.77,40.76
23,66,2016-06-02-20,Normal,-90.68,35.12
26,17,2016-06-02-20,Normal,-92.74,37.6
19,100,2016-06-02-20,Normal,-97.32,37.48
16,46,2016-06-02-20,Normal,-90.07,35.68
25,21,2016-06-02-20,Normal,-88.02,42.04
15,32,2016-06-02-20,Normal,-90.07,35.68
26,17,2016-06-02-20,Normal,-92.61,37.7
11,27,2016-06-02-20,Normal,-90.2,38.65
12,74,2016-06-02-20,Normal,-89.63,39.84
22,24,2016-06-02-20,Normal,-94.38,38.99
22,24,2016-06-02-20,Normal,-94.59,39.1
24,68,2016-06-02-20,Normal,-87.66,41.89
19,100,2016-06-02-20,Normal,-97.32,37.15
32,71,2016-06-02-20,Normal,-90.44,41.54
13,12,2016-06-02-20,Normal,-88.96,42.25
28,58,2016-06-02-20,Normal,-90.63,39.7
21,105,2016-06-02-20,Normal,-91.74,34.89
29,16,2016-06-02-20,Normal,-96.97,36.24
21,105,2016-06-02-20,Normal,-90.37,35.21
20,79,2016-06-02-20,Normal,-87.66,41.89
22,24,2016-06-02-20,Normal,-94.46,37.16
24,68,2016-06-02-20,Normal,-89.03,41.92
18,49,2016-06-02-20,Normal,-89.66,39.78
24,68,2016-06-02-20,Normal,-89.29,41.85
32,71,2016-06-02-20,Normal,-91.78,42.23
27,81,2016-06-02-20,Normal,-93.45,38.99
26,17,2016-06-02-20,Normal,-91.3,38.14
23,66,2016-06-02-20,Normal,-92.09,34.8
15,32,2016-06-02-20,Normal,-89.56,37.2
30,95,2016-06-02-20,Normal,-87.66,41.89
17,92,2016-06-02-20,Normal,-93.01,38.97
21,105,2016-06-02-20,Normal,-90.04,35.19
27,81,2016-06-02-20,Normal,-93.2,38.98
16,46,2016-06-02-20,Normal,-89.56,37.2
11,27,2016-06-02-20,Normal,-88.07,41.48
24,68,2016-06-02-20,Normal,-89.88,41.77
19,100,2016-06-02-20,Normal,-96.44,36.23
13,12,2016-06-02-20,Normal,-88.96,42.25
32,71,2016-06-02-20,Normal,-91.32,41.71
26,17,2016-06-02-20,Normal,-91.07,38.31
31,48,2016-06-02-20,Normal,-92.74,41.75
17,92,2016-06-02-20,Normal,-92.63,38.95
27,81,2016-06-02-20,Normal,-92.85,38.93
21,105,2016-06-02-20,Normal,-90.68,35.12
20,79,2016-06-02-20,Normal,-89.03,41.92
27,81,2016-06-02-20,Normal,-92.63,38.95
16,46,2016-06-02-20,Normal,-90.0,37.72
22,24,2016-06-02-20,Normal,-90.29,40.96
26,17,2016-06-02-20,Normal,-90.69,38.5
12,74,2016-06-02-20,Normal,-87.67,41.87
23,66,2016-06-02-20,Normal,-91.14,34.96
15,32,2016-06-02-20,Normal,-90.35,38.43
25,21,2016-06-02-20,Normal,-90.82,41.66
18,49,2016-06-02-20,Normal,-90.37,39.71
28,58,2016-06-02-20,Normal,-90.14,39.76
27,81,2016-06-02-20,Normal,-92.53,38.98
26,17,2016-06-02-20,Normal,-90.53,38.51
22,24,2016-06-02-20,Normal,-90.7,41.62
10,39,2016-06-02-20,Normal,-91.07,38.31
29,16,2016-06-02-20,Normal,-95.42,35.87
30,95,2016-06-02-20,Normal,-88.96,42.25
10,39,2016-06-02-20,Normal,-90.86,38.46
31,48,2016-06-02-20,Normal,-91.59,41.7
11,27,2016-06-02-20,Normal,-89.74,39.1
18,49,2016-06-02-20,Normal,-90.63,39.7
21,105,2016-06-02-20,Normal,-91.74,34.89
29,16,2016-06-02-20,Normal,-95.3,35.64
23,66,2016-06-02-20,Normal,-90.37,35.21
17,92,2016-06-02-20,Normal,-90.93,38.82
24,68,2016-06-02-20,Normal,-93.36,41.69
32,71,2016-06-02-20,Normal,-89.71,37.47
20,79,2016-06-02-20,Normal,-91.94,41.71
14,18,2016-06-02-20,Normal,-91.47,41.74
11,27,2016-06-02-20,Normal,-88.42,41.11
28,58,2016-06-02-20,Normal,-91.36,39.76
22,24,2016-06-02-20,Normal,-91.47,41.74
10,39,2016-06-02-20,Normal,-90.69,38.5
22,24,2016-06-02-20,Normal,-91.32,41.71
16,46,2016-06-02-20,Normal,-89.54,36.84
16,46,2016-06-02-20,Normal,-89.65,36.37
31,48,2016-06-02-20,Normal,-88.96,42.25
32,71,2016-06-02-20,Normal,-89.56,37.2
22,24,2016-06-02-20,Normal,-91.05,41.72
21,105,2016-06-02-20,Normal,-91.14,34.96
14,18,2016-06-02-20,Normal,-90.7,41.62
22,24,2016-06-02-20,Normal,-90.7,41.62
19,100,2016-06-02-20,Normal,-93.36,35.4
26,17,2016-06-02-20,Normal,-91.3,38.14
23,66,2016-06-02-20,Normal,-89.54,36.84
30,95,2016-06-02-20,Normal,-91.94,41.71
29,16,2016-06-02-20,Normal,-92.87,35.25
25,21,2016-06-02-20,Normal,-93.04,41.71
14,18,2016-06-02-20,Normal,-89.52,40.7
24,68,2016-06-02-20,Normal,-91.59,41.7
22,24,2016-06-02-20,Normal,-89.52,40.7
29,16,2016-06-02-20,Normal,-92.53,35.15
11,27,2016-06-02-20,Normal,-89.74,39.1
32,71,2016-06-02-20,Normal,-90.24,35.35
26,17,2016-06-02-20,Normal,-92.48,37.8
17,92,2016-06-02-20,Normal,-90.79,38.83
21,105,2016-06-02-20,Normal,-90.68,35.12
26,17,2016-06-02-20,Normal,-92.61,37.7
23,66,2016-06-02-20,Normal,-90.24,35.35
27,81,2016-06-02-20,Normal,-90.67,38.82
19,100,2016-06-02-20,Normal,-92.87,35.25
27,81,2016-06-02-20,Normal,-90.79,38.83
28,58,2016-06-02-20,Normal,-93.33,39.77
18,49,2016-06-02-20,Normal,-93.93,39.76
22,24,2016-06-02-20,Normal,-90.44,41.54
26,17,2016-06-02-20,Normal,-92.89,37.51
15,32,2016-06-02-20,Normal,-89.71,37.47
15,32,2016-06-02-20,Normal,-89.54,36.84
12,74,2016-06-02-20,Normal,-94.35,38.33
21,105,2016-06-02-20,Normal,-91.14,34.96
19,100,2016-06-02-20,Normal,-93.12,35.31
27,81,2016-06-02-20,Normal,-90.93,38.82
11,27,2016-06-02-20,Normal,-89.74,39.1
25,21,2016-06-02-20,Normal,-90.2,41.59
28,58,2016-06-02-20,Normal,-94.57,39.15
32,71,2016-06-02-20,Normal,-90.35,38.43
25,21,2016-06-02-20,Normal,-87.66,41.89
13,12,2016-06-02-20,Normal,-90.2,38.65
16,46,2016-06-02-20,Normal,-94.3,37.66
15,32,2016-06-02-20,Normal,-91.38,34.83
28,58,2016-06-02-20,Normal,-94.42,39.27
22,24,2016-06-02-20,Normal,-91.05,41.72
11,27,2016-06-02-20,Normal,-88.77,40.76
29,16,2016-06-02-20,Normal,-95.99,36.17
18,49,2016-06-02-20,Normal,-94.25,39.73
30,95,2016-06-02-20,Normal,-89.74,39.1
22,24,2016-06-02-20,Normal,-90.7,41.62
23,66,2016-06-02-20,Normal,-90.0,37.72
21,105,2016-06-02-20,Normal,-90.68,35.12
24,68,2016-06-02-20,Normal,-88.02,42.04
10,39,2016-06-02-20,Normal,-95.01,36.73
30,95,2016-06-02-20,Normal,-90.2,38.65
25,21,2016-06-02-20,Normal,-88.41,42.11
14,18,2016-06-02-20,Normal,-90.44,41.54
13,12,2016-06-02-20,Normal,-88.77,40.76
11,27,2016-06-02-20,Normal,-89.74,39.1
24,68,2016-06-02-20,Normal,-88.41,42.11
10,39,2016-06-02-20,Normal,-95.14,36.66
14,18,2016-06-02-20,Normal,-90.29,40.96
29,16,2016-06-02-20,Normal,-96.68,36.2
12,74,2016-06-02-20,Normal,-94.59,39.1
21,105,2016-06-02-20,Normal,-90.04,35.19
19,100,2016-06-02-20,Normal,-96.68,36.2
22,24,2016-06-02-20,Normal,-89.91,40.86
30,95,2016-06-02-20,Normal,-89.74,39.1
21,105,2016-06-02-20,Normal,-90.04,35.19
12,74,2016-06-02-20,Normal,-94.38,38.99
25,21,2016-06-02-20,Normal,-89.03,41.92
31,48,2016-06-02-20,Normal,-93.58,41.62
23,66,2016-06-02-20,Normal,-89.65,36.37
28,58,2016-06-02-20,Normal,-94.15,39.77
20,79,2016-06-02-20,Normal,-89.91,40.86
15,32,2016-06-02-20,Normal,-92.31,34.78
22,24,2016-06-02-20,Normal,-89.52,40.7
16,46,2016-06-02-20,Normal,-94.59,39.1
19,100,2016-06-02-20,Normal,-97.14,36.41
10,39,2016-06-02-20,Normal,-95.76,36.18
26,17,2016-06-02-20,Normal,-95.76,36.18
11,27,2016-06-02-20,Normal,-89.63,39.84
25,21,2016-06-02-20,Normal,-89.6,41.76
18,49,2016-06-02-20,Normal,-92.94,39.77
26,17,2016-06-02-20,Normal,-95.69,36.25
17,92,2016-06-02-20,Normal,-94.44,39.1
19,100,2016-06-02-20,Normal,-97.35,36.4
25,21,2016-06-02-20,Normal,-91.24,41.67
20,79,2016-06-02-20,Normal,-91.63,41.72
15,32,2016-06-02-20,Normal,-90.68,35.12
10,39,2016-06-02-20,Normal,-95.35,36.47
20,79,2016-06-02-20,Normal,-91.78,42.23
19,100,2016-06-02-20,Normal,-97.32,37.48
11,27,2016-06-02-20,Normal,-87.67,41.87
27,81,2016-06-02-20,Normal,-94.16,39.04
32,71,2016-06-02-20,Normal,-89.8,35.94
13,12,2016-06-02-20,Normal,-90.2,38.65
17,92,2016-06-02-20,Normal,-93.45,38.99
18,49,2016-06-02-20,Normal,-91.59,39.68
30,95,2016-06-02-20,Normal,-88.77,40.76
10,39,2016-06-02-20,Normal,-95.01,36.73
30,95,2016-06-02-20,Normal,-89.17,40.38
15,32,2016-06-02-20,Normal,-90.04,35.19
18,49,2016-06-02-20,Normal,-91.36,39.76
27,81,2016-06-02-20,Normal,-93.85,39.01
15,32,2016-06-02-20,Normal,-90.04,35.19
25,21,2016-06-02-20,Normal,-92.19,41.74
12,74,2016-06-02-20,Normal,-94.3,37.66
30,95,2016-06-02-20,Normal,-89.63,39.84
28,58,2016-06-02-20,Normal,-91.8,39.67
16,46,2016-06-02-20,Normal,-94.46,37.16
17,92,2016-06-02-20,Normal,-93.01,38.97
14,18,2016-06-02-20,Normal,-91.78,42.23
31,48,2016-06-02-20,Normal,-90.2,41.59
30,95,2016-06-02-20,Normal,-89.74,39.1
29,16,2016-06-02-20,Normal,-97.32,37.15
24,68,2016-06-02-20,Normal,-92.74,41.75
30,95,2016-06-02-20,Normal,-90.2,38.65
27,81,2016-06-02-20,Normal,-93.2,38.98
20,79,2016-06-02-20,Normal,-91.32,41.71
32,71,2016-06-02-20,Normal,-89.71,37.47
13,12,2016-06-02-20,Normal,-88.77,40.76
21,105,2016-06-02-20,Normal,-91.14,34.96
15,32,2016-06-02-20,Normal,-90.68,35.12
19,100,2016-06-02-20,Normal,-97.37,36.91
13,12,2016-06-02-20,Normal,-88.42,41.11
10,39,2016-06-02-20,Normal,-93.96,37.08
23,66,2016-06-02-20,Normal,-89.71,37.47
19,100,2016-06-02-20,Normal,-97.32,37.15
12,74,2016-06-02-20,Normal,-94.59,39.1
20,79,2016-06-02-20,Normal,-90.7,41.62
14,18,2016-06-02-20,Normal,-91.32,41.71
31,48,2016-06-02-20,Normal,-89.29,41.85
20,79,2016-06-02-20,Normal,-90.44,41.54
32,71,2016-06-02-20,Normal,-90.35,38.43
26,17,2016-06-02-20,Normal,-92.89,37.51
29,16,2016-06-02-20,Normal,-97.34,36.63
27,59,2016-06-02-20,Normal,-91.1,38.83
23,93,2016-06-02-20,Normal,-91.47,41.74
32,84,2016-06-02-20,Normal,-91.74,34.89
13,10,2016-06-02-20,Normal,-91.59,41.7
29,108,2016-06-02-20,Normal,-97.14,36.41
26,42,2016-06-02-20,Normal,-91.44,38.09
13,10,2016-06-02-20,Normal,-91.24,41.67
31,82,2016-06-02-20,Normal,-94.38,38.99
30,41,2016-06-02-20,Normal,-91.59,41.7
32,84,2016-06-02-20,Normal,-91.93,34.81
22,24,2016-06-02-20,Normal,-92.09,34.8
14,15,2016-06-02-20,Normal,-94.59,39.1
28,34,2016-06-02-20,Normal,-90.79,39.69
17,86,2016-06-02-20,Normal,-91.56,38.93
13,10,2016-06-02-20,Normal,-90.82,41.66
17,86,2016-06-02-20,Normal,-91.74,38.94
18,16,2016-06-02-20,Normal,-90.97,39.72
24,102,2016-06-02-20,Normal,-88.07,41.48
11,19,2016-06-02-20,Normal,-88.42,41.11
27,59,2016-06-02-20,Normal,-91.74,38.94
23,93,2016-06-02-20,Normal,-91.78,42.23
30,41,2016-06-02-20,Normal,-90.82,41.66
27,59,2016-06-02-20,Normal,-91.56,38.93
23,93,2016-06-02-20,Normal,-91.78,42.23
20,47,2016-06-02-20,Normal,-90.64,41.56
28,34,2016-06-02-20,Normal,-91.2,39.75
23,93,2016-06-02-20,Normal,-91.63,41.72
15,48,2016-06-02-20,Normal,-92.09,34.8
10,23,2016-06-02-20,Normal,-91.99,37.94
17,86,2016-06-02-20,Normal,-92.22,38.96
22,24,2016-06-02-20,Normal,-91.93,34.81
24,102,2016-06-02-20,Normal,-89.17,40.38
30,41,2016-06-02-20,Normal,-89.88,41.77
15,48,2016-06-02-20,Normal,-91.93,34.81
10,23,2016-06-02-20,Normal,-92.08,37.81
20,47,2016-06-02-20,Normal,-89.88,41.77
26,42,2016-06-02-20,Normal,-92.31,37.81
31,82,2016-06-02-20,Normal,-94.37,38.0
17,86,2016-06-02-20,Normal,-92.38,38.98
23,93,2016-06-02-20,Normal,-91.32,41.71
10,23,2016-06-02-20,Normal,-92.31,37.81
32,84,2016-06-02-20,Normal,-91.74,34.89
27,59,2016-06-02-20,Normal,-92.38,38.98
31,82,2016-06-02-20,Normal,-94.3,37.66
26,42,2016-06-02-20,Normal,-92.48,37.8
14,15,2016-06-02-20,Normal,-94.3,37.66
17,86,2016-06-02-20,Normal,-92.63,38.95
11,19,2016-06-02-20,Normal,-89.74,39.1
24,102,2016-06-02-20,Normal,-90.2,38.65
30,41,2016-06-02-20,Normal,-89.03,41.92
25,53,2016-06-02-20,Normal,-89.8,35.94
21,21,2016-06-02-20,Normal,-94.31,37.31
10,23,2016-06-02-20,Normal,-92.61,37.7
20,47,2016-06-02-20,Normal,-89.03,41.92
19,109,2016-06-02-20,Normal,-95.56,35.97
15,48,2016-06-02-20,Normal,-90.94,35.03
13,10,2016-06-02-20,Normal,-88.96,42.25
30,41,2016-06-02-20,Normal,-88.64,42.21
19,109,2016-06-02-20,Normal,-95.42,35.87
12,55,2016-06-02-20,Normal,-89.54,36.84
24,102,2016-06-02-20,Normal,-89.74,39.1
21,21,2016-06-02-20,Normal,-94.58,37.03
22,24,2016-06-02-20,Normal,-90.37,35.21
18,16,2016-06-02-20,Normal,-92.57,39.77
29,108,2016-06-02-20,Normal,-95.3,35.64
10,23,2016-06-02-20,Normal,-92.89,37.51
17,86,2016-06-02-20,Normal,-93.2,38.98
21,21,2016-06-02-20,Normal,-94.58,37.03
22,24,2016-06-02-20,Normal,-90.04,35.19
29,108,2016-06-02-20,Normal,-95.15,35.51
13,10,2016-06-02-20,Normal,-88.02,42.04
31,82,2016-06-02-20,Normal,-94.58,37.03
26,42,2016-06-02-20,Normal,-93.14,37.26
27,59,2016-06-02-20,Normal,-93.2,38.98
21,21,2016-06-02-20,Normal,-94.46,37.16
30,41,2016-06-02-20,Normal,-87.66,41.89
29,108,2016-06-02-20,Normal,-94.57,35.37
14,15,2016-06-02-20,Normal,-94.31,37.31
24,102,2016-06-02-20,Normal,-88.77,40.76
17,86,2016-06-02-20,Normal,-93.85,39.01
32,84,2016-06-02-20,Normal,-90.04,35.19
16,69,2016-06-02-20,Normal,-89.91,40.86
12,55,2016-06-02-20,Normal,-90.24,38.0
15,48,2016-06-02-20,Normal,-90.37,35.21
11,19,2016-06-02-20,Normal,-88.77,40.76
17,86,2016-06-02-20,Normal,-94.0,39.03
23,93,2016-06-02-20,Normal,-89.91,40.86
18,16,2016-06-02-20,Normal,-93.33,39.77
27,59,2016-06-02-20,Normal,-93.85,39.01
32,84,2016-06-02-20,Normal,-90.68,35.12
15,48,2016-06-02-20,Normal,-90.68,35.12
19,109,2016-06-02-20,Normal,-93.92,35.53
25,53,2016-06-02-20,Normal,-90.15,38.62
17,86,2016-06-02-20,Normal,-94.31,39.04
17,86,2016-06-02-20,Normal,-94.16,39.04
30,41,2016-06-02-20,Normal,-88.64,42.21
18,16,2016-06-02-20,Normal,-93.6,39.77
27,59,2016-06-02-20,Normal,-94.0,39.03
10,23,2016-06-02-20,Normal,-94.23,37.09
11,19,2016-06-02-20,Normal,-87.67,41.87
29,108,2016-06-02-20,Normal,-93.36,35.4
23,93,2016-06-02-20,Normal,-90.7,41.62
15,48,2016-06-02-20,Normal,-91.14,34.96
32,84,2016-06-02-20,Normal,-91.14,34.96
18,16,2016-06-02-20,Normal,-94.15,39.77
27,59,2016-06-02-20,Normal,-94.31,39.04
30,41,2016-06-02-20,Normal,-88.96,42.25
23,93,2016-06-02-20,Normal,-91.05,41.72
20,47,2016-06-02-20,Normal,-88.96,42.25
16,69,2016-06-02-20,Normal,-91.05,41.72
23,93,2016-06-02-20,Normal,-91.32,41.71
25,53,2016-06-02-20,Normal,-90.24,38.0
24,102,2016-06-02-20,Normal,-88.42,41.11
17,86,2016-06-02-20,Normal,-94.31,39.04
16,69,2016-06-02-20,Normal,-91.32,41.71
22,24,2016-06-02-20,Normal,-91.93,34.81
18,16,2016-06-02-20,Normal,-94.24,39.63
26,42,2016-06-02-20,Normal,-95.14,36.66
31,82,2016-06-02-20,Normal,-94.59,39.1
20,47,2016-06-02-20,Normal,-89.29,41.85
14,15,2016-06-02-20,Normal,-94.59,39.1
18,16,2016-06-02-20,Normal,-94.28,39.53
11,19,2016-06-02-20,Normal,-88.77,40.76
23,93,2016-06-02-20,Normal,-91.63,41.72
14,15,2016-06-02-20,Normal,-94.38,38.99
27,59,2016-06-02-20,Normal,-94.31,39.04
18,16,2016-06-02-20,Normal,-94.36,39.37
23,93,2016-06-02-20,Normal,-91.78,42.23
31,82,2016-06-02-20,Normal,-94.38,38.67
13,10,2016-06-02-20,Normal,-89.88,41.77
20,47,2016-06-02-20,Normal,-89.6,41.76
24,102,2016-06-02-20,Normal,-89.74,39.1
16,69,2016-06-02-20,Normal,-91.78,42.23
20,47,2016-06-02-20,Normal,-90.2,41.59
19,109,2016-06-02-20,Normal,-92.25,34.92
30,41,2016-06-02-20,Normal,-90.64,41.56
17,86,2016-06-02-20,Normal,-93.85,39.01
13,10,2016-06-02-20,Normal,-90.64,41.56
22,24,2016-06-02-20,Normal,-91.93,34.81
29,108,2016-06-02-20,Normal,-92.25,34.75
27,59,2016-06-02-20,Normal,-94.0,39.03
15,48,2016-06-02-20,Normal,-92.31,34.78
28,34,2016-06-02-20,Normal,-94.57,39.15
19,109,2016-06-02-20,Normal,-92.25,34.75
17,86,2016-06-02-20,Normal,-93.45,38.99
21,21,2016-06-02-20,Normal,-94.37,38.0
12,55,2016-06-02-20,Normal,-90.07,35.68
27,59,2016-06-02-20,Normal,-93.65,39.0
16,69,2016-06-02-20,Normal,-91.47,41.74
13,10,2016-06-02-20,Normal,-90.82,41.66
10,23,2016-06-02-20,Normal,-95.99,36.17
22,24,2016-06-02-20,Normal,-91.74,34.89
26,42,2016-06-02-20,Normal,-95.99,36.17
20,47,2016-06-02-20,Normal,-91.24,41.67
30,41,2016-06-02-20,Normal,-91.59,41.7
21,21,2016-06-02-20,Normal,-94.31,37.31
16,69,2016-06-02-20,Normal,-91.32,41.71
17,86,2016-06-02-20,Normal,-92.85,38.93
12,55,2016-06-02-20,Normal,-90.07,35.1
29,108,2016-06-02-20,Normal,-93.12,35.31
24,102,2016-06-02-20,Normal,-89.17,40.38
20,47,2016-06-02-20,Normal,-91.59,41.7
14,15,2016-06-02-20,Normal,-94.58,37.03
26,42,2016-06-02-20,Normal,-95.69,36.25
21,21,2016-06-02-20,Normal,-94.58,37.03
32,84,2016-06-02-20,Normal,-91.14,34.96
